        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-35.084682  -35.147182  -35.147182  |  0.451776  0.451776  0.451776
-35.147182  -35.209682  -35.209682  |  0.451776  0.451781  0.451781
-35.147182  -35.147182  -35.147182  |  0.451776  0.451776  0.451776
-35.147182  -35.147182  -35.147182  |  0.451776  0.451776  0.451776
-35.147182  -35.147182  -35.147182  |  0.451776  0.451776  0.451776
-35.147182  -35.147182  -35.143275  |  0.451776  0.451776  0.451776
-35.143275  -35.139369  -35.143275  |  0.451776  0.451777  0.451776
-35.143275  -35.143275  -35.143275  |  0.451776  0.451776  0.451776
-35.143275  -35.143275  -35.144252  |  0.451776  0.451776  0.451776
-35.144252  -35.145228  -35.144252  |  0.451776  0.451776  0.451776
-35.144252  -35.144252  -35.144252  |  0.451776  0.451776  0.451776
-35.144252  -35.144252  -35.144008  |  0.451776  0.451776  0.451776
-35.144008  -35.143764  -35.144008  |  0.451776  0.451776  0.451776
-35.144008  -35.144008  -35.144130  |  0.451776  0.451776  0.451776
-35.144130  -35.144252  -35.144130  |  0.451776  0.451776  0.451776
-35.144130  -35.144130  -35.144069  |  0.451776  0.451776  0.451776
-35.144069  -35.144008  -35.144069  |  0.451776  0.451776  0.451776
-35.144069  -35.144069  -35.144099  |  0.451776  0.451776  0.451776
-35.144099  -35.144130  -35.144099  |  0.451776  0.451776  0.451776
-35.144099  -35.144099  -35.144099  |  0.451776  0.451776  0.451776
-35.144099  -35.144099  -35.144115  |  0.451776  0.451776  0.451776
-35.144115  -35.144130  -35.144130  |  0.451776  0.451776  0.451776
-35.144130  -35.144145  -35.144145  |  0.451776  0.451776  0.451776
-35.144145  -35.144160  -35.144160  |  0.451776  0.451776  0.451776
-35.144160  -35.144176  -35.144176  |  0.451776  0.451776  0.451776
-35.144160  -35.144160  -35.144160  |  0.451776  0.451776  0.451776
-35.144160  -35.144160  -35.144160  |  0.451776  0.451776  0.451776
-35.144160  -35.144160  -35.144160  |  0.451776  0.451776  0.451776
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-46.331010  -46.331010  -46.831010  |  0.490999  0.490999  0.483378
-46.831010  -47.331010  -46.831010  |  0.483378  0.483937  0.483378
-46.831010  -46.831010  -47.081010  |  0.483378  0.483378  0.482561
-47.081010  -47.331010  -47.081010  |  0.482561  0.483937  0.482561
-47.081010  -47.081010  -47.081010  |  0.482561  0.482561  0.482561
-47.081010  -47.081010  -47.018510  |  0.482561  0.482561  0.482558
-47.018510  -46.956010  -47.018510  |  0.482558  0.482694  0.482558
-47.018510  -47.018510  -47.049760  |  0.482558  0.482558  0.482542
-47.049760  -47.081010  -47.049760  |  0.482542  0.482561  0.482542
-47.049760  -47.049760  -47.049760  |  0.482542  0.482542  0.482542
-47.049760  -47.049760  -47.049760  |  0.482542  0.482542  0.482542
-47.049760  -47.049760  -47.049760  |  0.482542  0.482542  0.482542
-47.049760  -47.049760  -47.047807  |  0.482542  0.482542  0.482542
-47.047807  -47.045854  -47.047807  |  0.482542  0.482542  0.482542
-47.047807  -47.047807  -47.048784  |  0.482542  0.482542  0.482542
-47.048784  -47.049760  -47.048784  |  0.482542  0.482542  0.482542
-47.048784  -47.048784  -47.048295  |  0.482542  0.482542  0.482542
-47.048295  -47.047807  -47.048295  |  0.482542  0.482542  0.482542
-47.048295  -47.048295  -47.048295  |  0.482542  0.482542  0.482542
-47.048295  -47.048295  -47.048417  |  0.482542  0.482542  0.482542
-47.048417  -47.048539  -47.048417  |  0.482542  0.482542  0.482542
-47.048417  -47.048417  -47.048417  |  0.482542  0.482542  0.482542
-47.048417  -47.048417  -47.048387  |  0.482542  0.482542  0.482542
-47.048387  -47.048356  -47.048387  |  0.482542  0.482542  0.482542
-47.048387  -47.048387  -47.048387  |  0.482542  0.482542  0.482542
-47.048387  -47.048387  -47.048387  |  0.482542  0.482542  0.482542
-47.048387  -47.048387  -47.048387  |  0.482542  0.482542  0.482542
-47.048387  -47.048387  -47.048387  |  0.482542  0.482542  0.482542
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-38.256154  -38.256154  -37.756154  |  0.561863  0.561863  0.529133
-37.756154  -37.256154  -36.756154  |  0.529133  0.447203  0.430830
-36.756154  -35.756154  -36.256154  |  0.430830  0.558017  0.467627
-36.756154  -36.756154  -36.756154  |  0.430830  0.430830  0.429778
-36.756154  -36.756154  -36.506154  |  0.429778  0.432052  0.429762
-36.506154  -36.256154  -36.256154  |  0.429762  0.429786  0.429786
-36.506154  -36.506154  -36.506154  |  0.429762  0.429762  0.429762
-36.506154  -36.506154  -36.506154  |  0.429762  0.429762  0.429741
-36.506154  -36.506154  -36.568654  |  0.429741  0.429940  0.429740
-36.568654  -36.631154  -36.631154  |  0.429740  0.429738  0.429738
-36.631154  -36.693654  -36.693654  |  0.429738  0.429735  0.429735
-36.693654  -36.756154  -36.756154  |  0.429735  0.429731  0.429731
-36.756154  -36.818654  -36.818654  |  0.429731  0.429727  0.429727
-36.818654  -36.881154  -36.881154  |  0.429727  0.429724  0.429724
-36.881154  -36.943654  -36.943654  |  0.429724  0.429723  0.429723
-36.943654  -37.006154  -37.006154  |  0.429723  0.429725  0.429725
-36.943654  -36.943654  -36.943654  |  0.429723  0.429723  0.429723
-36.943654  -36.943654  -36.943654  |  0.429723  0.429723  0.429723
-36.943654  -36.943654  -36.943654  |  0.429723  0.429723  0.429723
-36.943654  -36.943654  -36.943654  |  0.429723  0.429723  0.429723
-36.943654  -36.943654  -36.943654  |  0.429723  0.429723  0.429723
-36.943654  -36.943654  -36.945607  |  0.429723  0.429723  0.429723
-36.945607  -36.947560  -36.947560  |  0.429723  0.429723  0.429723
-36.947560  -36.949513  -36.949513  |  0.429723  0.429723  0.429723
-36.949513  -36.951466  -36.951466  |  0.429723  0.429723  0.429723
-36.951466  -36.953419  -36.953419  |  0.429723  0.429723  0.429723
-36.951466  -36.951466  -36.951466  |  0.429723  0.429723  0.429723
-36.951466  -36.951466  -36.951466  |  0.429723  0.429723  0.429723
-36.951466  -36.951466  -36.951466  |  0.429723  0.429723  0.429723
-36.951466  -36.951466  -36.951466  |  0.429723  0.429723  0.429723
-36.951466  -36.951466  -36.951466  |  0.429723  0.429723  0.429723
-36.951466  -36.951466  -36.951527  |  0.429723  0.429723  0.429723
-36.951527  -36.951588  -36.951588  |  0.429723  0.429723  0.429723
-36.951588  -36.951649  -36.951649  |  0.429723  0.429723  0.429723
-36.951649  -36.951710  -36.951710  |  0.429723  0.429723  0.429723
-36.951710  -36.951772  -36.951772  |  0.429723  0.429723  0.429723
-36.951710  -36.951710  -36.951710  |  0.429723  0.429723  0.429723
-36.951710  -36.951710  -36.951710  |  0.429723  0.429723  0.429723
-36.951710  -36.951710  -36.951710  |  0.429723  0.429723  0.429723
-36.951710  -36.951710  -36.951710  |  0.429723  0.429723  0.429723
-36.951710  -36.951710  -36.951714  |  0.429723  0.429723  0.429723
-36.951714  -36.951718  -36.951718  |  0.429723  0.429723  0.429723
-36.951718  -36.951722  -36.951722  |  0.429723  0.429723  0.429723
-36.951718  -36.951718  -36.951718  |  0.429723  0.429723  0.429723
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-45.999725  -45.999725  -45.499725  |  0.460966  0.460966  0.451961
-45.499725  -44.999725  -45.499725  |  0.451961  0.466303  0.451961
-45.499725  -45.499725  -45.499725  |  0.451961  0.451961  0.451818
-45.499725  -45.499725  -45.499725  |  0.451818  0.452496  0.451818
-45.499725  -45.499725  -45.499725  |  0.451818  0.451818  0.451789
-45.499725  -45.499725  -45.499725  |  0.451789  0.451961  0.451789
-45.499725  -45.499725  -45.499725  |  0.451789  0.451789  0.451778
-45.499725  -45.499725  -45.499725  |  0.451778  0.451818  0.451778
-45.499725  -45.499725  -45.499725  |  0.451778  0.451778  0.451777
-45.499725  -45.499725  -45.499725  |  0.451777  0.451789  0.451777
-45.499725  -45.499725  -45.499725  |  0.451777  0.451777  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451778  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
-45.499725  -45.499725  -45.499725  |  0.451776  0.451776  0.451776
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-10.225565  -10.225565  -10.725565  |  0.518918  0.518918  0.425630
-10.725565  -11.225565  -10.725565  |  0.425630  0.436562  0.423060
-10.725565  -10.725565  -10.225565  |  0.423060  0.484315  0.415928
-10.225565   -9.725565   -9.725565  |  0.415928  0.415032  0.415032
 -9.725565   -9.225565   -9.725565  |  0.415032  0.419722  0.415032
 -9.725565   -9.725565   -9.975565  |  0.415032  0.415032  0.414731
 -9.975565  -10.225565   -9.975565  |  0.414731  0.415928  0.414731
 -9.975565   -9.975565   -9.850565  |  0.414731  0.414731  0.414700
 -9.850565   -9.725565   -9.850565  |  0.414700  0.415032  0.414700
 -9.850565   -9.850565   -9.913065  |  0.414700  0.414700  0.414669
 -9.913065   -9.975565   -9.913065  |  0.414669  0.414731  0.414669
 -9.913065   -9.913065   -9.913065  |  0.414669  0.414669  0.414669
 -9.913065   -9.913065   -9.897440  |  0.414669  0.414669  0.414669
 -9.897440   -9.881815   -9.897440  |  0.414669  0.414673  0.414669
 -9.897440   -9.897440   -9.905253  |  0.414669  0.414669  0.414668
 -9.905253   -9.913065   -9.905253  |  0.414668  0.414669  0.414668
 -9.905253   -9.905253   -9.901347  |  0.414668  0.414668  0.414668
 -9.901347   -9.897440   -9.901347  |  0.414668  0.414669  0.414668
 -9.901347   -9.901347   -9.903300  |  0.414668  0.414668  0.414668
 -9.903300   -9.905253   -9.903300  |  0.414668  0.414668  0.414668
 -9.903300   -9.903300   -9.902323  |  0.414668  0.414668  0.414668
 -9.902323   -9.901347   -9.902323  |  0.414668  0.414668  0.414668
 -9.902323   -9.902323   -9.902811  |  0.414668  0.414668  0.414668
 -9.902811   -9.903300   -9.902811  |  0.414668  0.414668  0.414668
 -9.902811   -9.902811   -9.902567  |  0.414668  0.414668  0.414668
 -9.902567   -9.902323   -9.902567  |  0.414668  0.414668  0.414668
 -9.902567   -9.902567   -9.902689  |  0.414668  0.414668  0.414668
 -9.902689   -9.902811   -9.902689  |  0.414668  0.414668  0.414668
 -9.902689   -9.902689   -9.902689  |  0.414668  0.414668  0.414668
 -9.902689   -9.902689   -9.902659  |  0.414668  0.414668  0.414668
 -9.902659   -9.902628   -9.902659  |  0.414668  0.414668  0.414668
 -9.902659   -9.902659   -9.902674  |  0.414668  0.414668  0.414668
 -9.902674   -9.902689   -9.902674  |  0.414668  0.414668  0.414668
 -9.902674   -9.902674   -9.902674  |  0.414668  0.414668  0.414668
 -9.902674   -9.902674   -9.902674  |  0.414668  0.414668  0.414668
 -9.902674   -9.902674   -9.902672  |  0.414668  0.414668  0.414668
 -9.902672   -9.902670   -9.902672  |  0.414668  0.414668  0.414668
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-16.042082  -16.042082  -15.542082  |  0.733047  0.733047  0.622799
-15.542082  -15.042082  -14.542082  |  0.622799  0.289630  0.228721
-14.542082  -13.542082  -14.042082  |  0.228721  0.691456  0.322943
-14.542082  -14.542082  -14.542082  |  0.228721  0.228721  0.228721
-14.542082  -14.542082  -14.542082  |  0.228721  0.228721  0.228394
-14.542082  -14.542082  -14.417082  |  0.228394  0.234947  0.227911
-14.417082  -14.292082  -14.292082  |  0.227911  0.227709  0.227709
-14.292082  -14.167082  -14.167082  |  0.227709  0.227714  0.227714
-14.292082  -14.292082  -14.292082  |  0.227709  0.227709  0.227709
-14.292082  -14.292082  -14.292082  |  0.227709  0.227709  0.227709
-14.292082  -14.292082  -14.276457  |  0.227709  0.227709  0.227700
-14.276457  -14.260832  -14.260832  |  0.227700  0.227694  0.227694
-14.260832  -14.245207  -14.245207  |  0.227694  0.227691  0.227691
-14.245207  -14.229582  -14.229582  |  0.227691  0.227690  0.227690
-14.229582  -14.213957  -14.213957  |  0.227690  0.227693  0.227693
-14.229582  -14.229582  -14.229582  |  0.227690  0.227690  0.227690
-14.229582  -14.229582  -14.229582  |  0.227690  0.227690  0.227690
-14.229582  -14.229582  -14.229582  |  0.227690  0.227690  0.227690
-14.229582  -14.229582  -14.230558  |  0.227690  0.227690  0.227690
-14.230558  -14.231535  -14.230558  |  0.227690  0.227691  0.227690
-14.230558  -14.230558  -14.230070  |  0.227690  0.227690  0.227690
-14.230070  -14.229582  -14.229582  |  0.227690  0.227690  0.227690
-14.229582  -14.229093  -14.229093  |  0.227690  0.227690  0.227690
-14.229093  -14.228605  -14.228605  |  0.227690  0.227690  0.227690
-14.228605  -14.228117  -14.228117  |  0.227690  0.227690  0.227690
-14.228605  -14.228605  -14.228605  |  0.227690  0.227690  0.227690
-14.228605  -14.228605  -14.228605  |  0.227690  0.227690  0.227690
-14.228605  -14.228605  -14.228605  |  0.227690  0.227690  0.227690
-14.228605  -14.228605  -14.228605  |  0.227690  0.227690  0.227690
-14.228605  -14.228605  -14.228636  |  0.227690  0.227690  0.227690
-14.228636  -14.228666  -14.228666  |  0.227690  0.227690  0.227690
-14.228666  -14.228697  -14.228697  |  0.227690  0.227690  0.227690
-14.228697  -14.228727  -14.228727  |  0.227690  0.227690  0.227690
-14.228697  -14.228697  -14.228697  |  0.227690  0.227690  0.227690
-14.228697  -14.228697  -14.228697  |  0.227690  0.227690  0.227690
-14.228697  -14.228697  -14.228697  |  0.227690  0.227690  0.227690
-14.228697  -14.228697  -14.228697  |  0.227690  0.227690  0.227690
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-47.037940  -47.037940  -46.537940  |  0.543905  0.543905  0.517275
-46.537940  -46.037940  -45.537940  |  0.517275  0.465235  0.451850
-45.537940  -44.537940  -45.037940  |  0.451850  0.516685  0.461567
-45.537940  -45.537940  -45.537940  |  0.451850  0.451850  0.451850
-45.537940  -45.537940  -45.537940  |  0.451850  0.451850  0.451777
-45.537940  -45.537940  -45.537940  |  0.451777  0.451902  0.451777
-45.537940  -45.537940  -45.537940  |  0.451777  0.451777  0.451777
-45.537940  -45.537940  -45.537940  |  0.451777  0.451777  0.451777
-45.537940  -45.537940  -45.537940  |  0.451777  0.451789  0.451777
-45.537940  -45.537940  -45.537940  |  0.451777  0.451777  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451777  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
-45.537940  -45.537940  -45.537940  |  0.451776  0.451776  0.451776
       xB         xP         xN  |     f(xB)     f(xP)     f(xN)
22.658170  22.658170  23.158170  |  0.614647  0.614647  0.524671
23.158170  23.658170  24.158170  |  0.524671  0.402522  0.402017
24.158170  25.158170  24.658170  |  0.402017  0.572410  0.446353
24.158170  24.158170  23.908170  |  0.402017  0.402017  0.396100
23.908170  23.658170  23.908170  |  0.396100  0.402522  0.396100
23.908170  23.908170  23.908170  |  0.396100  0.396100  0.396100
23.908170  23.908170  23.908170  |  0.396100  0.396100  0.396100
23.908170  23.908170  23.908170  |  0.396100  0.396100  0.396100
23.908170  23.908170  23.908170  |  0.396100  0.396100  0.396100
23.908170  23.908170  23.915982  |  0.396100  0.396100  0.396099
23.915982  23.923795  23.915982  |  0.396099  0.396109  0.396099
23.915982  23.915982  23.912076  |  0.396099  0.396099  0.396098
23.912076  23.908170  23.912076  |  0.396098  0.396100  0.396098
23.912076  23.912076  23.914029  |  0.396098  0.396098  0.396098
23.914029  23.915982  23.914029  |  0.396098  0.396099  0.396098
23.914029  23.914029  23.913053  |  0.396098  0.396098  0.396098
23.913053  23.912076  23.913053  |  0.396098  0.396098  0.396098
23.913053  23.913053  23.913053  |  0.396098  0.396098  0.396098
